 Rank,Name,Number,Gender,Year
55,Nate,176,Male,2009
55,Ivy,116,Female,2009
56,Aidan,172,Male,2009
56,Anna,114,Female,2009
57,Kai,170,Male,2009
57,Gabriella,113,Female,2009
58,Caleb,169,Male,2009
58,Alexis,112,Female,2009
59,Mitchell,167,Male,2009
59,Imogen,112,Female,2009
60,Gabriel,165,Male,2009
60,Sofia,111,Female,2009
61,Callum,162,Male,2009
61,Kayla,110,Female,2009
62,Marcus,161,Male,2009
62,Phoebe,108,Female,2009
63,Alex,160,Male,2009
63,Stella,108,Female,2009
64,Anthony,160,Male,2009
64,Keira,106,Female,2009
65,Patrick,160,Male,2009
65,Taylor,106,Female,2009
66,Hunter,159,Male,2009
66,Eliza,104,Female,2009
67,Andrew,158,Male,2009
67,Amber,103,Female,2009
68,Sebastian,157,Male,2009
68,Amelie,103,Female,2009
69,Toby,155,Male,2009
69,Madeline,100,Female,2009
70,Hamish,153,Male,2009
70,Alice,99,Female,2009
71,Luca,153,Male,2009
71,Angelina,99,Female,2009
72,Jett,147,Male,2009
72,Poppy,98,Female,2009
73,Zac,146,Male,2009
73,Savannah,98,Female,2009
74,George,144,Male,2009
74,Amy,97,Female,2009
75,Charles,141,Male,2009
75,Isabel,97,Female,2009
76,Ali,139,Male,2009
76,Alexandra,96,Female,2009
77,Edward,138,Male,2009
77,Madeleine,96,Female,2009
78,Jesse,137,Male,2009
78,Natalie,96,Female,2009
79,Beau,135,Male,2009
79,Addison,94,Female,2009
80,Finn,134,Male,2009
80,Lillian,94,Female,2009
81,Joel,133,Male,2009
81,Rose,94,Female,2009
82,Christopher,127,Male,2009
82,Kiara,91,Female,2009
83,Declan,127,Male,2009
83,Ellie,90,Female,2009
84,Owen,126,Male,2009
84,Stephanie,89,Female,2009
85,Lincoln,125,Male,2009
85,Violet,89,Female,2009
86,Seth,123,Male,2009
86,Audrey,88,Female,2009
87,David,122,Male,2009
87,Skye,88,Female,2009
88,Aaron,117,Male,2009
88,Willow,87,Female,2009
89,Cody,117,Male,2009
89,Talia,86,Female,2009
90,Justin,117,Male,2009
90,Laura,85,Female,2009
91,Eli,112,Male,2009
91,Gabrielle,83,Female,2009
92,Hugo,111,Male,2009
92,Katie,83,Female,2009
93,John,111,Male,2009
93,Mariam,82,Female,2009
94,Leo,110,Male,2009
94,Abby,81,Female,2009
95,Koby,109,Male,2009
95,Lauren,81,Female,2009
96,Mason,109,Male,2009
96,Abbey,80,Female,2009
97,Jasper,108,Male,2009
97,Alana,80,Female,2009
98,Jonathan,108,Male,2009
98,Aaliyah,79,Female,2009
99,Rhys,103,Male,2009
99,Alicia,79,Female,2009
100,Brock,102,Male,2009
100,Piper,78,Female,2009
1,Jack,775,Male,2008
1,Chloe,634,Female,2008
2,William,761,Male,2008
2,Mia,631,Female,2008
3,Lachlan,678,Male,2008
3,Isabella,573,Female,2008
4,Joshua,643,Male,2008
4,Olivia,563,Female,2008
5,Cooper,622,Male,2008
5,Emily,562,Female,2008
6,Riley,574,Male,2008
6,Charlotte,529,Female,2008
7,Thomas,550,Male,2008
7,Ella,507,Female,2008
8,Oliver,547,Male,2008
8,Sophie,483,Female,2008
9,James,531,Male,2008
9,Ava,468,Female,2008
10,Benjamin,524,Male,2008
10,Sienna,467,Female,2008
11,Ethan,523,Male,2008
11,Amelia,449,Female,2008
12,Daniel,472,Male,2008
12,Grace,427,Female,2008
13,Noah,459,Male,2008
13,Lily,390,Female,2008
14,Samuel,448,Male,2008
14,Ruby,390,Female,2008
15,Liam,431,Male,2008
15,Matilda,375,Female,2008
16,Ryan,425,Male,2008
16,Jessica,358,Female,2008
17,Alexander,423,Male,2008
17,Zoe,355,Female,2008
18,Jayden,394,Male,2008
18,Hannah,345,Female,2008
19,Max,382,Male,2008
19,Sarah,307,Female,2008
20,Jacob,379,Male,2008
20,Emma,297,Female,2008
21,Lucas,369,Male,2008
21,Jasmine,266,Female,2008
22,Matthew,360,Male,2008
22,Georgia,260,Female,2008
23,Isaac,356,Male,2008
23,Lucy,230,Female,2008
24,Nicholas,335,Male,2008
24,Sophia,227,Female,2008
25,Luke,319,Male,2008
25,Madison,225,Female,2008
26,Charlie,306,Male,2008
26,Chelsea,196,Female,2008
27,Harrison,300,Male,2008
27,Holly,196,Female,2008
28,Tyler,299,Male,2008
28,Lara,188,Female,2008
29,Dylan,298,Male,2008
29,Zara,183,Female,2008
30,Jake,286,Male,2008
30,Isabelle,180,Female,2008
31,Jackson,284,Male,2008
31,Maddison,178,Female,2008
32,Harry,263,Male,2008
32,Elizabeth,177,Female,2008
33,Oscar,251,Male,2008
33,Hayley,172,Female,2008
34,Bailey,242,Male,2008
34,Abigail,171,Female,2008
35,Angus,240,Male,2008
35,Eva,170,Female,2008
36,Joseph,236,Male,2008
36,Lilly,152,Female,2008
37,Adam,235,Male,2008
37,Alyssa,149,Female,2008
38,Michael,231,Male,2008
38,Imogen,149,Female,2008
39,Nathan,226,Male,2008
39,Summer,149,Female,2008
40,Hayden,222,Male,2008
40,Jade,148,Female,2008
41,Blake,217,Male,2008
41,Samantha,148,Female,2008
42,Henry,214,Male,2008
42,Amy,147,Female,2008
43,Christian,212,Male,2008
43,Mikayla,147,Female,2008
44,Logan,210,Male,2008
44,Molly,145,Female,2008
45,Connor,204,Male,2008
45,Scarlett,145,Female,2008
46,Cameron,202,Male,2008
46,Tahlia,144,Female,2008
47,Jordan,195,Male,2008
47,Paige,141,Female,2008
48,Aiden,192,Male,2008
48,Layla,137,Female,2008
49,Mitchell,192,Male,2008
49,Evie,135,Female,2008
50,Aidan,182,Male,2008
50,Caitlin,131,Female,2008
51,Ashton,182,Male,2008
51,Maya,130,Female,2008
52,Archie,181,Male,2008
52,Phoebe,128,Female,2008
53,Patrick,179,Male,2008
53,Angelina,126,Female,2008
54,Zachary,179,Male,2008
54,Claire,124,Female,2008
55,Anthony,173,Male,2008
55,Bella,122,Female,2008
56,Sebastian,169,Male,2008
56,Isabel,121,Female,2008
57,Xavier,165,Male,2008
57,Keira,121,Female,2008
58,Toby,164,Male,2008
58,Gabriella,119,Female,2008
59,Andrew,163,Male,2008
59,Lauren,118,Female,2008
60,Kai,163,Male,2008
60,Stephanie,116,Female,2008
61,Cody,158,Male,2008
61,Natalie,114,Female,2008
62,Hunter,157,Male,2008
62,Sofia,114,Female,2008
63,Marcus,156,Male,2008
63,Anna,111,Female,2008
64,George,151,Male,2008
64,Mackenzie,111,Female,2008
65,David,150,Male,2008
65,Madeleine,111,Female,2008
66,Levi,150,Male,2008
66,Kayla,110,Female,2008
67,Caleb,149,Male,2008
67,Alexis,107,Female,2008
68,Jesse,147,Male,2008
68,Annabelle,107,Female,2008
69,Hamish,143,Male,2008
69,Abbey,106,Female,2008
70,Charles,141,Male,2008
70,Savannah,106,Female,2008
71,Christopher,141,Male,2008
71,Alexandra,105,Female,2008
72,Aaron,140,Male,2008
72,Isla,104,Female,2008
73,Alex,138,Male,2008
73,Amelie,103,Female,2008
74,Jonathan,130,Male,2008
74,Laura,102,Female,2008
75,Callum,127,Male,2008
75,Bianca,101,Female,2008
76,Finn,127,Male,2008
76,Stella,101,Female,2008
77,Luca,126,Male,2008
77,Amber,97,Female,2008
78,Seth,125,Male,2008
78,Gemma,96,Female,2008
79,Tristan,125,Male,2008
79,Natasha,95,Female,2008
80,Joel,123,Male,2008
80,Claudia,94,Female,2008
81,Gabriel,122,Male,2008
81,Madeline,94,Female,2008
82,Ali,121,Male,2008
82,Ashley,93,Female,2008
83,John,121,Male,2008
83,Brooke,93,Female,2008
84,Koby,121,Male,2008
84,Kate,93,Female,2008
85,Zac,119,Male,2008
85,Audrey,92,Female,2008
86,Elijah,118,Male,2008
86,Kiara,92,Female,2008
87,Beau,116,Male,2008
87,Brianna,91,Female,2008
88,Nate,116,Male,2008
88,Eliza,91,Female,2008
89,Flynn,112,Male,2008
89,Ellie,88,Female,2008
90,Jai,112,Male,2008
90,Abby,87,Female,2008
91,Taj,112,Male,2008
91,Charli,85,Female,2008
92,Brodie,111,Male,2008
92,Katie,85,Female,2008
93,Dominic,108,Male,2008
93,Mariam,85,Female,2008
94,Sam,108,Male,2008
94,Rebecca,84,Female,2008
95,Jeremy,107,Male,2008
95,Rose,84,Female,2008
96,Zane,107,Male,2008
96,Alice,82,Female,2008
97,Darcy,106,Male,2008
97,Alicia,82,Female,2008
98,Jett,106,Male,2008
98,Alana,80,Female,2008
99,Mason,106,Male,2008
99,Mary,79,Female,2008
100,Edward,105,Male,2008
100,Addison,78,Female,2008
1,Jack,846,Male,2007
1,Isabella,623,Female,2007
2,William,763,Male,2007
2,Ella,587,Female,2007
3,Joshua,713,Male,2007
3,Emily,571,Female,2007
4,Lachlan,678,Male,2007
4,Chloe,560,Female,2007
5,Thomas,657,Male,2007
5,Mia,526,Female,2007
6,Cooper,575,Male,2007
6,Olivia,526,Female,2007
7,Riley,575,Male,2007
7,Charlotte,496,Female,2007
8,James,532,Male,2007
8,Sophie,455,Female,2007
9,Noah,513,Male,2007
9,Sienna,445,Female,2007
10,Daniel,511,Male,2007
10,Jessica,439,Female,2007
11,Ethan,501,Male,2007
11,Lily,425,Female,2007
12,Ryan,500,Male,2007
12,Ava,421,Female,2007
13,Oliver,493,Male,2007
13,Hannah,407,Female,2007
14,Samuel,493,Male,2007
14,Amelia,388,Female,2007
15,Benjamin,430,Male,2007
15,Grace,370,Female,2007
16,Lucas,425,Male,2007
16,Sarah,345,Female,2007
17,Matthew,422,Male,2007
17,Zoe,327,Female,2007
18,Liam,418,Male,2007
18,Ruby,321,Female,2007
19,Jayden,416,Male,2007
19,Emma,310,Female,2007
20,Alexander,407,Male,2007
20,Georgia,308,Female,2007
21,Jacob,407,Male,2007
21,Jasmine,267,Female,2007
22,Luke,390,Male,2007
22,Lucy,246,Female,2007
23,Nicholas,377,Male,2007
23,Madison,228,Female,2007
24,Harrison,335,Male,2007
24,Chelsea,223,Female,2007
25,Isaac,309,Male,2007
25,Sophia,219,Female,2007
26,Max,308,Male,2007
26,Matilda,218,Female,2007
27,Jackson,301,Male,2007
27,Hayley,203,Female,2007
28,Charlie,298,Male,2007
28,Holly,203,Female,2007
29,Dylan,291,Male,2007
29,Lara,199,Female,2007
30,Jake,289,Male,2007
30,Isabelle,192,Female,2007
31,Bailey,276,Male,2007
31,Maddison,186,Female,2007
32,Blake,273,Male,2007
32,Alyssa,178,Female,2007
33,Harry,273,Male,2007
33,Zara,168,Female,2007
34,Christian,258,Male,2007
34,Caitlin,163,Female,2007
35,Michael,256,Male,2007
35,Jade,160,Female,2007
36,Tyler,251,Male,2007
36,Elizabeth,159,Female,2007
37,Adam,250,Male,2007
37,Lilly,159,Female,2007
38,Oscar,241,Male,2007
38,Imogen,158,Female,2007
39,Cameron,227,Male,2007
39,Samantha,156,Female,2007
40,Nathan,227,Male,2007
40,Claire,154,Female,2007
41,Joseph,225,Male,2007
41,Eva,153,Female,2007
42,Logan,225,Male,2007
42,Bella,152,Female,2007
43,Patrick,220,Male,2007
43,Abigail,146,Female,2007
44,Hayden,219,Male,2007
44,Tahlia,146,Female,2007
45,Zachary,217,Male,2007
45,Lauren,141,Female,2007
46,Angus,205,Male,2007
46,Annabelle,140,Female,2007
47,Jordan,200,Male,2007
47,Keira,138,Female,2007
48,Anthony,196,Male,2007
48,Amy,137,Female,2007
49,Christopher,190,Male,2007
49,Scarlett,136,Female,2007
50,Andrew,189,Male,2007
50,Summer,135,Female,2007
51,Mitchell,189,Male,2007
51,Natalie,133,Female,2007
52,Henry,186,Male,2007
52,Angelina,132,Female,2007
53,Aidan,182,Male,2007
53,Abbey,129,Female,2007
54,Toby,178,Male,2007
54,Maya,129,Female,2007
55,Alex,176,Male,2007
55,Molly,129,Female,2007
56,Connor,175,Male,2007
56,Phoebe,129,Female,2007
57,Xavier,174,Male,2007
57,Paige,127,Female,2007
58,Ashton,168,Male,2007
58,Kiara,126,Female,2007
59,Sebastian,165,Male,2007
59,Anna,122,Female,2007
60,Cody,157,Male,2007
60,Eliza,119,Female,2007
61,Marcus,151,Male,2007
61,Layla,115,Female,2007
62,Aiden,150,Male,2007
62,Sofia,115,Female,2007
63,Hunter,149,Male,2007
63,Mackenzie,114,Female,2007
64,Seth,147,Male,2007
64,Kayla,113,Female,2007
65,John,145,Male,2007
65,Kate,110,Female,2007
66,Jonathan,142,Male,2007
66,Isabel,109,Female,2007
67,Charles,141,Male,2007
67,Madeleine,109,Female,2007
68,Caleb,139,Male,2007
68,Savannah,109,Female,2007
69,Jesse,139,Male,2007
69,Mikayla,108,Female,2007
70,Joel,139,Male,2007
70,Ellie,106,Female,2007
71,Callum,136,Male,2007
71,Rachel,106,Female,2007
72,Mason,136,Male,2007
72,Alexandra,103,Female,2007
73,George,135,Male,2007
73,Bianca,103,Female,2007
74,Kai,135,Male,2007
74,Amber,102,Female,2007
75,Zac,133,Male,2007
75,Laura,102,Female,2007
76,David,130,Male,2007
76,Gabrielle,100,Female,2007
77,Ali,128,Male,2007
77,Ashley,98,Female,2007
78,Brock,126,Male,2007
78,Erin,97,Female,2007
79,Hamish,126,Male,2007
79,Brianna,96,Female,2007
80,Elijah,125,Male,2007
80,Brooke,96,Female,2007
81,Aaron,124,Male,2007
81,Alice,95,Female,2007
82,Brodie,124,Male,2007
82,Rebecca,95,Female,2007
83,Luca,124,Male,2007
83,Victoria,95,Female,2007
84,Dominic,123,Male,2007
84,Amelie,94,Female,2007
85,Sean,122,Male,2007
85,Natasha,94,Female,2007
86,Archie,120,Male,2007
86,Stephanie,93,Female,2007
87,Finn,119,Male,2007
87,Alexis,92,Female,2007
88,Justin,119,Male,2007
88,Evie,92,Female,2007
89,Brayden,118,Male,2007
89,Makayla,89,Female,2007
90,Darcy,118,Male,2007
90,Skye,89,Female,2007
91,Owen,116,Male,2007
91,Katie,88,Female,2007
92,Levi,114,Male,2007
92,Alana,87,Female,2007
93,Taj,113,Male,2007
93,Lillian,87,Female,2007
94,Dean,112,Male,2007
94,Sara,87,Female,2007
95,Jett,110,Male,2007
95,Gabriella,85,Female,2007
96,Jai,109,Male,2007
96,Madeline,84,Female,2007
97,Tristan,109,Male,2007
97,Gemma,82,Female,2007
98,Sam,106,Male,2007
98,Caitlyn,81,Female,2007
99,Beau,103,Male,2007
99,Tara,81,Female,2007
100,Jamie,103,Male,2007
100,Stella,80,Female,2007
1,Jack,839,Male,2006
1,Chloe,619,Female,2006
2,Joshua,770,Male,2006
2,Charlotte,575,Female,2006
3,Lachlan,731,Male,2006
3,Emily,564,Female,2006
4,William,730,Male,2006
4,Ella,562,Female,2006
5,Thomas,664,Male,2006
5,Olivia,551,Female,2006
6,James,641,Male,2006
6,Jessica,516,Female,2006
7,Daniel,519,Male,2006
7,Isabella,509,Female,2006
8,Noah,509,Male,2006
8,Mia,487,Female,2006
9,Ethan,497,Male,2006
9,Sophie,442,Female,2006
10,Ryan,493,Male,2006
10,Sienna,390,Female,2006
11,Benjamin,477,Male,2006
11,Lily,372,Female,2006
12,Cooper,473,Male,2006
12,Hannah,365,Female,2006
13,Samuel,459,Male,2006
13,Grace,364,Female,2006
14,Matthew,451,Male,2006
14,Amelia,363,Female,2006
15,Liam,439,Male,2006
15,Georgia,343,Female,2006
16,Alexander,434,Male,2006
16,Sarah,342,Female,2006
17,Luke,409,Male,2006
17,Ava,337,Female,2006
18,Oliver,407,Male,2006
18,Emma,311,Female,2006
19,Jacob,401,Male,2006
19,Zoe,305,Female,2006
20,Nicholas,399,Male,2006
20,Jasmine,293,Female,2006
21,Riley,398,Male,2006
21,Ruby,271,Female,2006
22,Harrison,354,Male,2006
22,Lucy,228,Female,2006
23,Lucas,342,Male,2006
23,Hayley,224,Female,2006
24,Jake,336,Male,2006
24,Sophia,219,Female,2006
25,Jayden,333,Male,2006
25,Chelsea,209,Female,2006
26,Dylan,320,Male,2006
26,Madison,208,Female,2006
27,Max,310,Male,2006
27,Matilda,199,Female,2006
28,Bailey,301,Male,2006
28,Jade,198,Female,2006
29,Isaac,287,Male,2006
29,Caitlin,189,Female,2006
30,Charlie,285,Male,2006
30,Holly,182,Female,2006
31,Adam,277,Male,2006
31,Maddison,181,Female,2006
32,Harry,267,Male,2006
32,Lara,178,Female,2006
33,Cameron,259,Male,2006
33,Isabelle,175,Female,2006
34,Christian,257,Male,2006
34,Alyssa,169,Female,2006
35,Tyler,255,Male,2006
35,Angelina,155,Female,2006
36,Blake,253,Male,2006
36,Elizabeth,150,Female,2006
37,Joseph,249,Male,2006
37,Imogen,149,Female,2006
38,Michael,248,Male,2006
38,Amy,143,Female,2006
39,Jackson,244,Male,2006
39,Kayla,143,Female,2006
40,Jordan,242,Male,2006
40,Alexandra,138,Female,2006
41,Nathan,242,Male,2006
41,Lauren,138,Female,2006
42,Mitchell,234,Male,2006
42,Molly,137,Female,2006
43,Zachary,228,Male,2006
43,Phoebe,137,Female,2006
44,Connor,224,Male,2006
44,Samantha,137,Female,2006
45,Angus,221,Male,2006
45,Keira,136,Female,2006
46,Oscar,220,Male,2006
46,Tahlia,135,Female,2006
47,Hayden,207,Male,2006
47,Laura,133,Female,2006
48,Jesse,204,Male,2006
48,Paige,132,Female,2006
49,Patrick,199,Male,2006
49,Summer,132,Female,2006
50,Logan,194,Male,2006
50,Lilly,130,Female,2006
51,Anthony,193,Male,2006
51,Natalie,130,Female,2006
52,Toby,190,Male,2006
52,Bella,129,Female,2006
53,Andrew,187,Male,2006
53,Brooke,126,Female,2006
54,Sebastian,184,Male,2006
54,Eva,126,Female,2006
55,Christopher,183,Male,2006
55,Ellie,125,Female,2006
56,Caleb,178,Male,2006
56,Mikayla,125,Female,2006
57,Marcus,174,Male,2006
57,Abbey,124,Female,2006
58,Joel,160,Male,2006
58,Maya,124,Female,2006
59,Alex,158,Male,2006
59,Annabelle,123,Female,2006
60,Aidan,156,Male,2006
60,Mackenzie,119,Female,2006
61,Aiden,153,Male,2006
61,Kate,118,Female,2006
62,Kai,149,Male,2006
62,Abigail,116,Female,2006
63,Seth,148,Male,2006
63,Kiara,116,Female,2006
64,David,146,Male,2006
64,Claire,113,Female,2006
65,Henry,144,Male,2006
65,Zara,113,Female,2006
66,Ashton,143,Male,2006
66,Ashley,112,Female,2006
67,Justin,143,Male,2006
67,Stephanie,109,Female,2006
68,Charles,142,Male,2006
68,Eliza,108,Female,2006
69,Jonathan,141,Male,2006
69,Isabel,108,Female,2006
70,Brodie,139,Male,2006
70,Amber,107,Female,2006
71,Sean,139,Male,2006
71,Scarlett,106,Female,2006
72,Callum,137,Male,2006
72,Claudia,100,Female,2006
73,Hamish,137,Male,2006
73,Makayla,100,Female,2006
74,Cody,136,Male,2006
74,Alana,99,Female,2006
75,George,135,Male,2006
75,Brianna,99,Female,2006
76,Hunter,134,Male,2006
76,Jorja,99,Female,2006
77,Brayden,132,Male,2006
77,Bianca,98,Female,2006
78,Dominic,132,Male,2006
78,Erin,98,Female,2006
79,Luca,132,Male,2006
79,Anna,97,Female,2006
80,John,130,Male,2006
80,Madeleine,96,Female,2006
81,Xavier,128,Male,2006
81,Rachel,94,Female,2006
82,Aaron,127,Male,2006
82,Abby,93,Female,2006
83,Peter,126,Male,2006
83,Katie,93,Female,2006
84,Darcy,123,Male,2006
84,Layla,92,Female,2006
85,Jeremy,118,Male,2006
85,Ebony,91,Female,2006
86,Beau,115,Male,2006
86,Kaitlyn,91,Female,2006
87,Zac,113,Male,2006
87,Sofia,90,Female,2006
88,Brock,112,Male,2006
88,Gabrielle,89,Female,2006
89,Jamie,111,Male,2006
89,Gemma,89,Female,2006
90,Ali,109,Male,2006
90,Natasha,89,Female,2006
91,Sam,109,Male,2006
91,Tara,89,Female,2006
92,Jai,108,Male,2006
92,Charli,87,Female,2006
93,Elijah,106,Male,2006
93,Stella,86,Female,2006
94,Tristan,106,Male,2006
94,Alice,84,Female,2006
95,Zane,105,Male,2006
95,Skye,84,Female,2006
96,Mason,103,Male,2006
96,Gabriella,83,Female,2006
97,Owen,102,Male,2006
97,Madeline,81,Female,2006
98,Flynn,101,Male,2006
98,Rebecca,81,Female,2006
99,Rhys,101,Male,2006
99,Charlize,80,Female,2006
100,Levi,100,Male,2006
100,Tiana,79,Female,2006
1,Jack,951,Male,2005
1,Emily,592,Female,2005
2,Lachlan,781,Male,2005
2,Olivia,592,Female,2005
3,William,740,Male,2005
3,Charlotte,590,Female,2005
4,Joshua,734,Male,2005
4,Chloe,560,Female,2005
5,Thomas,700,Male,2005
5,Ella,545,Female,2005
6,James,606,Male,2005
6,Jessica,523,Female,2005
7,Daniel,552,Male,2005
7,Isabella,516,Female,2005
8,Ryan,552,Male,2005
8,Sophie,464,Female,2005
9,Ethan,505,Male,2005
9,Mia,398,Female,2005
10,Matthew,505,Male,2005
10,Grace,386,Female,2005
11,Samuel,495,Male,2005
11,Emma,374,Female,2005
12,Luke,472,Male,2005
12,Sarah,374,Female,2005
13,Nicholas,467,Male,2005
13,Hannah,346,Female,2005
14,Benjamin,466,Male,2005
14,Sienna,346,Female,2005
15,Liam,466,Male,2005
15,Lily,332,Female,2005
16,Noah,466,Male,2005
16,Amelia,330,Female,2005
17,Jacob,441,Male,2005
17,Georgia,325,Female,2005
18,Alexander,431,Male,2005
18,Zoe,301,Female,2005
19,Dylan,405,Male,2005
19,Jasmine,293,Female,2005
20,Riley,379,Male,2005
20,Ruby,290,Female,2005
21,Cooper,362,Male,2005
21,Hayley,277,Female,2005
22,Oliver,359,Male,2005
22,Ava,232,Female,2005
23,Jayden,338,Male,2005
23,Jade,231,Female,2005
24,Harrison,323,Male,2005
24,Caitlin,215,Female,2005
25,Jake,312,Male,2005
25,Lucy,214,Female,2005
26,Max,310,Male,2005
26,Sophia,209,Female,2005
27,Bailey,307,Male,2005
27,Madison,205,Female,2005
28,Connor,286,Male,2005
28,Holly,198,Female,2005
29,Jordan,279,Male,2005
29,Chelsea,197,Female,2005
30,Blake,276,Male,2005
30,Maddison,194,Female,2005
31,Michael,276,Male,2005
31,Lara,184,Female,2005
32,Joseph,275,Male,2005
32,Molly,172,Female,2005
33,Adam,267,Male,2005
33,Samantha,171,Female,2005
34,Zachary,263,Male,2005
34,Alyssa,166,Female,2005
35,Isaac,254,Male,2005
35,Amy,166,Female,2005
36,Nathan,254,Male,2005
36,Paige,165,Female,2005
37,Mitchell,248,Male,2005
37,Isabelle,162,Female,2005
38,Jackson,238,Male,2005
38,Alexandra,159,Female,2005
39,Charlie,237,Male,2005
39,Lauren,157,Female,2005
40,Patrick,225,Male,2005
40,Tahlia,155,Female,2005
41,Hayden,218,Male,2005
41,Elizabeth,153,Female,2005
42,Cameron,217,Male,2005
42,Abbey,152,Female,2005
43,Anthony,215,Male,2005
43,Bella,149,Female,2005
44,Oscar,215,Male,2005
44,Laura,148,Female,2005
45,Angus,212,Male,2005
45,Ashley,139,Female,2005
46,Harry,212,Male,2005
46,Kayla,137,Female,2005
47,Logan,211,Male,2005
47,Natalie,136,Female,2005
48,Tyler,211,Male,2005
48,Imogen,135,Female,2005
49,Andrew,202,Male,2005
49,Kiara,128,Female,2005
50,Christian,191,Male,2005
50,Phoebe,124,Female,2005
51,Caleb,184,Male,2005
51,Claudia,122,Female,2005
52,Lucas,184,Male,2005
52,Tara,122,Female,2005
53,Alex,172,Male,2005
53,Matilda,120,Female,2005
54,Christopher,170,Male,2005
54,Angelina,119,Female,2005
55,Joel,165,Male,2005
55,Bianca,119,Female,2005
56,Jesse,164,Male,2005
56,Ellie,117,Female,2005
57,Sebastian,162,Male,2005
57,Mikayla,115,Female,2005
58,Aidan,161,Male,2005
58,Stephanie,115,Female,2005
59,Brayden,151,Male,2005
59,Abigail,114,Female,2005
60,Aaron,148,Male,2005
60,Natasha,113,Female,2005
61,Aiden,148,Male,2005
61,Anna,111,Female,2005
62,Cody,140,Male,2005
62,Jorja,111,Female,2005
63,Dominic,140,Male,2005
63,Summer,111,Female,2005
64,Henry,140,Male,2005
64,Lilly,110,Female,2005
65,Marcus,136,Male,2005
65,Mackenzie,110,Female,2005
66,Justin,135,Male,2005
66,Zara,110,Female,2005
67,George,134,Male,2005
67,Amber,107,Female,2005
68,Toby,133,Male,2005
68,Brooke,107,Female,2005
69,Ashton,132,Male,2005
69,Kate,107,Female,2005
70,John,128,Male,2005
70,Rebecca,103,Female,2005
71,David,127,Male,2005
71,Abby,102,Female,2005
72,Mason,127,Male,2005
72,Maya,102,Female,2005
73,Callum,126,Male,2005
73,Skye,102,Female,2005
74,Ali,125,Male,2005
74,Alicia,101,Female,2005
75,Declan,124,Male,2005
75,Eliza,100,Female,2005
76,Seth,122,Male,2005
76,Erin,100,Female,2005
77,Xavier,122,Male,2005
77,Taylor,100,Female,2005
78,Timothy,117,Male,2005
78,Eva,99,Female,2005
79,Peter,116,Male,2005
79,Sofia,99,Female,2005
80,Zac,116,Male,2005
80,Victoria,97,Female,2005
81,Kyle,115,Male,2005
81,Brianna,95,Female,2005
82,Elijah,114,Male,2005
82,Tayla,94,Female,2005
83,Jonathan,114,Male,2005
83,Makayla,93,Female,2005
84,Jett,113,Male,2005
84,Gabrielle,91,Female,2005
85,Kai,110,Male,2005
85,Tiana,91,Female,2005
86,Finn,109,Male,2005
86,Ebony,89,Female,2005
87,Jai,109,Male,2005
87,Ashleigh,88,Female,2005
88,Zane,109,Male,2005
88,Rachel,88,Female,2005
89,Charles,107,Male,2005
89,Layla,87,Female,2005
90,Luca,107,Male,2005
90,Scarlett,87,Female,2005
91,Jason,106,Male,2005
91,Taylah,87,Female,2005
92,Sam,105,Male,2005
92,Annabelle,85,Female,2005
93,Brandon,103,Male,2005
93,Monique,84,Female,2005
94,Hunter,102,Male,2005
94,Alice,83,Female,2005
95,Darcy,100,Male,2005
95,Madeline,83,Female,2005
96,Kye,99,Male,2005
96,Alana,82,Female,2005
97,Owen,99,Male,2005
97,Claire,82,Female,2005
98,Hamish,97,Male,2005
98,Gemma,82,Female,2005
99,Sean,97,Male,2005
99,Mariam,82,Female,2005
100,Gabriel,95,Male,2005
100,Talia,81,Female,2005
1,Jack,837,Male,2004
1,Emily,622,Female,2004
2,Joshua,795,Male,2004
2,Olivia,531,Female,2004
3,Lachlan,759,Male,2004
3,Chloe,527,Female,2004
4,Thomas,735,Male,2004
4,Jessica,523,Female,2004
5,William,659,Male,2004
5,Sophie,504,Female,2004
6,James,600,Male,2004
6,Charlotte,503,Female,2004
7,Ethan,580,Male,2004
7,Isabella,477,Female,2004
8,Ryan,551,Male,2004
8,Ella,464,Female,2004
9,Daniel,545,Male,2004
9,Emma,391,Female,2004
10,Samuel,535,Male,2004
10,Grace,384,Female,2004
11,Nicholas,500,Male,2004
11,Sarah,375,Female,2004
12,Luke,487,Male,2004
12,Mia,374,Female,2004
13,Matthew,480,Male,2004
13,Hannah,364,Female,2004
14,Benjamin,463,Male,2004
14,Jasmine,333,Female,2004
15,Liam,456,Male,2004
15,Georgia,332,Female,2004
16,Jacob,440,Male,2004
16,Lily,319,Female,2004
17,Alexander,407,Male,2004
17,Zoe,257,Female,2004
18,Dylan,383,Male,2004
18,Amelia,252,Female,2004
19,Riley,383,Male,2004
19,Hayley,246,Female,2004
20,Jake,351,Male,2004
20,Ruby,231,Female,2004
21,Jayden,343,Male,2004
21,Holly,217,Female,2004
22,Harrison,326,Male,2004
22,Madison,217,Female,2004
23,Bailey,323,Male,2004
23,Jade,216,Female,2004
24,Cooper,321,Male,2004
24,Maddison,216,Female,2004
25,Oliver,320,Male,2004
25,Alyssa,207,Female,2004
26,Connor,307,Male,2004
26,Caitlin,205,Female,2004
27,Nathan,302,Male,2004
27,Lara,191,Female,2004
28,Michael,297,Male,2004
28,Amy,189,Female,2004
29,Max,294,Male,2004
29,Paige,184,Female,2004
30,Noah,290,Male,2004
30,Lucy,179,Female,2004
